,Unnamed: 0,material_id,elements,formula_pretty_reduced,formula,num_elements,chemsys,spacegroup_symbol,spacegroup_number,fav,298,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,first_f_i,first_f_a,relative_w,res_fav,res_favRT
0,0,mp-10103,"['Li', 'F', 'Al', 'Yb']",LiYbAlF6,Li2 Yb2 Al2 F12,4,Al-F-Li-Yb,P-31c,163,11.477275222100394,10.187486705920453,3.127045803181836,6.5944473239562935,8.117977440933647,8.803788718812761,9.177639328345672,9.40949541139246,9.56624330568048,9.67885564144853,9.763474702385356,9.829285422401604,9.881878147213891,9.92484132202727,9.96057968412912,9.990763000330404,10.016585771418386,10.038924447181191,10.05843630012767,10.075623680691672,10.090876981214294,10.10450408991833,10.11675103360803,10.12781673200484,10.137863730594118,10.14702613285896,10.155415547465992,10.16312560579171,10.170235434671708,10.176812355386849,10.18291400253355,10.188590003020307,10.193883318025986,10.198831324199396,10.203466691289218,10.207818099509662,10.211910829740024,10.215767252075755,10.219407232565317,10.222848473667815,10.226106800687395,10.229196403918758,10.232130044285906,10.234919228732558,10.237574360426953,10.24010486789861,10.242519316473295,10.244825504771992,10.247030548556769,10.249140953816552,10.25116268066903,10.25310119939663,10.25496153972283,10.256748334260786,10.25846585692246,10.260118056956806,10.261708589186266,10.263240840927654,10.264717956013756,10.26614285627335,10.267518260777786,10.268846703120335,10.27013054695885,10.271372000021914,10.272573126752835,10.273735859743365,10.274862010090278,10.275953276791215,10.277011255282208,10.27803744520687,10.279033257496872,10.28000002083366,10.280938987553736,10.28185133905252,10.282738190735762,10.283600596562104,10.28443955321561,10.285256003942948,10.286050842086256,10.286824914339473,10.287579023753024,10.288313932509327,10.28903036448917,10.289729007647134,10.290410516212493,10.291075512730265,10.291724589955882,10.292358312615503,10.292977219043038,10.293581822703736,10.294172613613508,10.294750059662135,10.295314607847908,10.295866685430497,10.29640670100838,10.296935045526425,10.297452093218924,10.297958202492811,10.298453716755494,10.298938965191224,10.299414263489783,0.0427943891,0.0427943891,1.0,1,0
1,1,mp-10182,"['Li', 'P', 'Zn']",LiZnP,Li4 Zn4 P4,3,Li-P-Zn,F-43m,216,10.767146810659325,9.834404724441466,3.7856510610951313,6.943826541208758,8.228959985466416,8.787714689557516,9.083042972810269,9.261969464335689,9.3808696418401,9.465202290262008,9.527955481072286,9.576390615820523,9.614864174326229,9.64613969715963,9.67205103814458,9.693861131997703,9.712467176114831,9.728523572815314,9.742518564577262,9.754823652750888,9.765726417475582,9.775452882996836,9.784183109254212,9.792062283288017,9.799208753374744,9.805719944114868,9.81167677598186,9.817147011942453,9.822187822764528,9.826847775552595,9.831168391138007,9.83518537544235,9.838929601661212,9.842427900110753,9.845703698243366,9.848777542941722,9.851667529577403,9.854389656672648,9.856958120779236,9.859385563000169,9.861683276152169,9.863861379704773,9.86592896819148,9.867894237667098,9.86976459390639,9.871546745345324,9.873246783215876,9.874870250885584,9.876422204060226,9.877907263223353,9.879329659455276,9.880693274586154,9.882001676483616,9.883258150148768,9.884465725190022,9.885627200157243,9.88674516414694,9.887822016028766,9.888859981593226,9.889861128878154,9.89082738189552,9.89176053294998,9.89266225371485,9.89353410520926,9.894377546801543,9.895193944347891,9.89598457756172,9.8967506466971,9.897493278619692,9.898213532329622,9.898912403993112,9.899590831533184,9.900249698823725,9.900889839526435,9.901512040605546,9.902117045551492,9.902705557341209,9.903278241159889,9.90383572690622,9.904378611501064,9.904907461017192,9.905422812646153,9.905925176516568,9.9064150373768,9.906892856153638,9.907359071397526,9.907814100623876,9.908258341559044,9.908692173298792,9.909115957386357,9.909530038816472,9.909934746971354,9.910330396493768,9.910717288102283,9.91109570935292,9.911465935351412,9.9118282294197,9.912182843720077,9.912530019840064,9.91286998934093,9.913202974272382,0.0252423951,0.0252423951,1.0,1,0
2,2,mp-10250,"['Li', 'F', 'Ba']",BaLiF3,Ba1 Li1 F3,3,Ba-F-Li,Pm-3m,221,7.149976486527324,6.155539983822864,3.710442175581997,4.946771537209832,5.392138251126233,5.614450723064185,5.7456791315639615,5.831648163685134,5.892095726673701,5.936820429784204,5.971205539990402,5.998442226809234,6.020537414806754,6.038814338189765,6.054179802723239,6.067275531351689,6.078568151652712,6.088404945076221,6.097049618385299,6.104705962909779,6.111533922295433,6.1176607616945935,6.123188993825603,6.128202108271906,6.132768782042765,6.136946020633767,6.140781533283207,6.144315551507264,6.147582237269931,6.150610784803862,6.153426291045728,6.156050449410867,6.1585021073351305,6.160797717780862,6.162951707494596,6.164976779377758,6.166884162316009,6.168683818812332,6.170384618506034,6.171994483938787,6.17352051360911,6.17496908633711,6.176345950167784,6.177656298419604,6.178904834994845,6.180095830679158,6.181233171847622,6.182320402745394,6.183360762310214,6.18435721634123,6.185312485685855,6.186229071007919,6.187109274611123,6.187955219718138,6.188768867544785,6.189552032457842,6.190306395462796,6.191033516232225,6.19173484385577,6.192411726467364,6.193065419884188,6.193697095373663,6.19430784664946,6.194898696184312,6.195470600916227,6.1960244574150085,6.196561106567677,6.197081337834292,6.197585893119397,6.198075470298981,6.198550726438198,6.199012280731026,6.199460717189464,6.199896587106846,6.20032041131707,6.200732682269225,6.201133865934934,6.201524403563991,6.201904713302131,6.202275191683433,6.202636215008538,6.20298814061873,6.203331308074967,6.203666040250004,6.2039926443410245,6.204311412809418,6.204622624253761,6.204926544221474,6.205223425964115,6.205513511140835,6.205797030474078,6.206074204361297,6.20634524344605,6.206610349151627,6.206869714180014,6.207123522978818,6.207371952178494,6.207615171002099,6.207853341649535,6.208086619658099,6.208315154241089,0.0307835081,0.0307835081,1.0,2,1
3,3,mp-10251,"['Li', 'O', 'Dy']",LiDyO2,Li4 Dy4 O8,3,Dy-Li-O,P2_1/c,14,11.573992825123666,8.612672713624198,3.022626024962175,4.835827458995152,5.860103251638389,6.531470895566613,6.984967342740625,7.303822349203694,7.537192957054637,7.714109260187138,7.852252072331066,7.9628110745684,8.053138061729056,8.128230259939901,8.191588151185336,8.245729399910084,8.292507265864835,8.33331406264393,8.369214845192054,8.401037490792948,8.429434787765164,8.45492811318896,8.477938731309102,8.498810599564058,8.517827241291014,8.535224403252661,8.551199672472185,8.565919868603245,8.579526787783708,8.59214171012788,8.603868969662056,8.614798805962009,8.625009660197914,8.634570037595457,8.643540028703065,8.651972560069437,8.659914428751659,8.667407162939389,8.674487741801565,8.68118920066172,8.6875411422271,8.693570170430373,8.699300260194033,8.704753073877846,8.709948233155743,8.714903553468465,8.71963524691979,8.724158098456853,8.728485619345815,8.73263018128097,8.736603133916637,8.740414908161753,8.744075107207452,8.747592586952663,8.750975527239598,8.75423149510025,8.757367501039223,8.760390049230459,8.763305182381535,8.766118521914342,8.768835304022485,8.771460412090303,8.77399840589451,8.776453547954663,8.778829827351785,8.781130981294341,8.783360514676104,8.785521717840556,8.78761768274076,8.789651317661132,8.79162536064816,8.793542391780266,8.795404844391953,8.797215015354993,8.798975074507482,8.800687073312169,8.802352952816452,8.803974550978909,8.805553609420372,8.807091779651428,8.80859062882343,8.810051645044583,8.811476242299326,8.812865765004908,8.814221492236113,8.815544641645824,8.816836373106877,8.818097792097824,8.819329952853487,8.820533861299172,8.821710477785517,8.822860719639797,8.823985463547753,8.825085547778897,8.82616177426737,8.827214910558931,8.828245691634136,8.829254821616853,8.830242975376226,8.831210800029988,8.832158916356052,0.084645351,0.6786703043,1.0,1,0
4,4,mp-10485,"['Li', 'Sb', 'Ba']",BaLiSb,Ba2 Li2 Sb2,3,Ba-Li-Sb,P6_3/mmc,194,2.543602003823912,2.2243270988200705,1.9490483279184885,2.0971131590888605,2.143275213619189,2.166011510332784,2.179578166232605,2.188594485353756,2.19502049943255,2.1998316393661863,2.2035682713542726,2.206553945864955,2.208994215723381,2.211025921295517,2.2127436797056315,2.2142149989685977,2.2154893348778053,2.216603745129678,2.2175865441018523,2.218459737061691,2.219240684213861,2.2199432645802206,2.2205787067064704,2.22115619237914,2.221683302550594,2.222166351570759,2.2226106410514954,2.223020655036765,2.22340021172075,2.223752582594839,2.224080586898357,2.224386667144898,2.224672950004454,2.224941295749891,2.2251933386974034,2.2254305204980627,2.2256541177124864,2.225865264781959,2.2260649732683007,2.2262541480508644,2.226433601027628,2.2266040627578385,2.226766192398152,2.226920586217107,2.227067784919703,2.227208279971651,2.227342519079123,2.2274709109527,2.227593829462252,2.2277116172717237,2.2278245890281947,2.227933034167731,2.2280372193906577,2.2281373908508497,2.2282337760968294,2.2283265857969017,2.2284160152758505,2.228502245886762,2.2285854462382684,2.228665773294673,2.2287433733640496,2.228818382987417,2.228890929740343,2.228961132956884,2.2290291043844834,2.2290949487774108,2.229158764435361,2.2292206436930155,2.2292806733657344,2.2293389351558592,2.229395506023652,2.2294504585264163,2.2295038611289035,2.229555778487846,2.2296062717130702,2.22965539860741,2.229703213887424,2.2297497693866446,2.2297951142430037,2.2298392950717925,2.229882356125502,2.2299243394416437,2.2299652849796225,2.2300052307475684,2.2300442129200118,2.230082265947128,2.230119422656272,2.230155714346421,2.2301911708760938,2.230225820745276,2.230259691171811,2.230292808162703,2.230325196580702,2.230356880206549,2.230387881797203,2.2304182231403504,2.230447925105461,2.230477007691651,2.230505490072592,2.2305333906386577,2.230560727036526,0.0206926841,0.0206926841,1.0,2,1
5,5,mp-10499,"['Li', 'O', 'P', 'Zr']",LiZr2(PO4)3,Li4 Zr8 P12 O48,4,Li-O-P-Zr,P2_1/c,14,10.867861460085685,8.85570980108079,2.155675892445518,5.076524927594961,6.463120326125515,7.171900822697841,7.589219102103386,7.860770144766299,8.050372066216147,8.189762082656934,8.296324059638566,8.380316298375357,8.44815860555267,8.504063385560501,8.550904203913234,8.590705954821301,8.624935231806903,8.654679550950545,8.680761932546357,8.703816421603747,8.724339206064302,8.742724038839587,8.759287299697965,8.774286060064336,8.787931323805786,8.80039787993096,8.811831735406678,8.822355793003574,8.832074238492744,8.841075966436655,8.849437281338913,8.857224046633366,8.864493408677008,8.871295190547709,8.87767302705491,8.883665295271152,8.889305882260421,8.894624822256366,8.899648828449106,8.90440173915202,8.908904893995452,8.913177452612297,8.917236665807941,8.92109810727227,8.924775872368077,8.928282749322998,8.931630367190062,8.934829324170735,8.937889299273204,8.940819149775562,8.943626996554157,8.946320299002895,8.948905920994358,8.951390189107277,8.953778944157376,8.956077586912624,8.958291118744073,8.960424177854694,8.962481071636946,8.964465805633278,8.966382109507988,8.968233460384244,8.970023103852638,8.97175407291788,8.973429205115721,8.975051158002946,8.976622423198025,8.978145339127995,8.979622102618624,8.981054779448451,8.98244531397301,8.983795537913517,8.985107178393402,8.986381865296583,8.987621138013493,8.988826451633326,8.989999182634842,8.991140634122507,8.992252040649708,8.993334572666566,8.994389340625974,8.995417398778152,8.99641974868082,8.997397342449736,8.998351085771432,8.999281840698544,9.000190428245533,9.001077630801333,9.001944194373882,9.002790830679931,9.003618219092418,9.004427008456778,9.005217818786111,9.00599124284479,9.006747847628716,9.007488175750224,9.008212746734692,9.008922058235097,9.009616587170958,9.010296790796648,9.010963107704525,0.1460763074,2.4415247262,1.0,1,0
6,6,mp-10517,"['Li', 'O', 'P', 'Sc']",LiScP2O7,Li2 Sc2 P4 O14,4,Li-O-P-Sc,P2_1,4,10.660608851449126,8.913958114058756,3.4244674245209468,5.79519545846272,6.916773084225087,7.499502593270644,7.84605347841572,8.07295758799822,8.232047891702729,8.349356291461145,8.439238179174522,8.510206512587128,8.56760883925329,8.614964364949682,8.654679510294606,8.688453329311795,8.717518448304768,8.742790175488384,8.764962044700988,8.784568909086627,8.802029718844354,8.817677206823973,8.831778918615242,8.844552388411966,8.85617627361458,8.866798647847782,8.876543262329179,8.885514332448697,8.89380023882969,8.901476419158474,8.90860764963662,8.915249861034233,8.921451596310128,8.927255189595883,8.932697726687802,8.937811832814555,8.942626322822028,8.947166740985008,8.951455811680537,8.955513817618135,8.959358918844748,8.963007423058693,8.966474015680193,8.969771956493142,8.972913248386034,8.975908782700214,8.97876846488056,8.981501323471768,8.984115604978124,8.986618856679042,8.989017999146366,8.991319389926081,8.993528879614747,8.995651861368819,8.99769331472655,8.999657844489878,9.001549715303673,9.003372882477487,9.00513101951743,9.00682754277047,9.008465633528296,9.010048257890878,9.011578184650208,9.013058001420486,9.014490129212106,9.015876835621704,9.017220246789178,9.018522358254025,9.019785044827334,9.02101006958206,9.022199092051991,9.023353675719454,9.024475294862803,9.02556534082651,9.02662512776991,9.02765589794448,9.028658826544094,9.029635026168076,9.030585550932573,9.031511400262175,9.032413522390431,9.033292817594967,9.034150141190397,9.034986306299924,9.03580208642448,9.036598217826423,9.037375401743263,9.038134306445368,9.038875569150289,9.039599797805288,9.040307572748498,9.04099944825825,9.04167595399922,9.042337596373391,9.04298485978302,9.04361820781218,9.044238084333054,9.044844914542352,9.0454391059331,9.046021049206344,9.046591119127124,0.0703882387,0.0703882387,1.0,1,0
7,7,mp-10520,"['Li', 'O', 'Ti', 'Nd']",LiNdTiO4,Li2 Nd2 Ti2 O8,4,Li-Nd-O-Ti,P4/nmm,129,11.593892863627527,9.752533180331636,2.086517406890487,5.424679527027337,7.08937760093319,7.921761836654136,8.397756868587269,8.700388011946494,8.908018206857761,9.05862539633794,9.172556545921127,9.26160223697154,9.33303173694144,9.391555918228145,9.440354929512834,9.481649807711191,9.517036900929751,9.54769206293033,9.574499971635248,9.59813865589572,9.619136288705963,9.637910282930653,9.654794789032229,9.670060409946135,9.683928581408727,9.696582225459712,9.708173754994643,9.71883116574,9.72866272741156,9.73776063533437,9.746203881263302,9.75406053117689,9.761389547997208,9.768242261738637,9.77466356405917,9.78069288558642,9.78636500069116,9.791710694194284,9.796757316842056,9.801529250591678,9.806048300324033,9.81033402519376,9.814404020187116,9.818274156396017,9.821958786895706,9.8254709238315,9.828822391302278,9.83202395780966,9.835085451389007,9.838015860004209,9.840823419360763,9.84351568993658,9.846099624744266,9.848581629098453,9.85096761346758,9.853263040325247,9.855472965780454,9.857602076653023,9.859654723564912,9.86163495053795,9.863546521520147,9.865392944206294,9.867177491469937,9.868903220679394,9.870572991140396,9.872189479871343,9.873755195895347,9.87527249320918,9.876743582569032,9.878170542218184,9.87955532766534,9.88089978060856,9.88220563709417,9.883474534982437,9.884708020789368,9.885907555965384,9.887074522662386,9.888210229038185,9.889315914141624,9.890392752414868,9.89144185784902,9.892464287822891,9.893461046653066,9.89443308888028,9.895381322314414,9.896306610858751,9.897209777132158,9.898091604905296,9.898952841367034,9.899794199232444,9.90061635870904,9.901419969328016,9.90220565165423,9.902973998882713,9.903725578330238,9.904460932832114,9.905180582047016,9.90588502368178,9.90657473463695,9.907250172084044,9.907911774473542,0.0300955668,1.9674869976,1.0,1,0
8,8,mp-10555,"['Li', 'N', 'Ba', 'Re']",Ba2LiReN4,Ba4 Li2 Re2 N8,4,Ba-Li-N-Re,P2_1/m,11,13.614888138325592,8.777562208082276,2.795496592819744,4.740090499453016,5.731915282659696,6.333955726056442,6.758196928163975,7.080191010138401,7.333891423799798,7.538529472739461,7.706562233852878,7.846611696433882,7.964863489083839,8.065862094103917,8.15300923912278,8.228892685176099,8.295509800634907,8.354422876097127,8.406868916527444,8.45383845847731,8.496132957648364,8.534407128529597,8.569200570890711,8.600961669927242,8.630065855679131,8.656829696550714,8.681521882407573,8.704371861260604,8.725576688584745,8.745306502566468,8.763708933813717,8.780912681994973,8.797030436102892,8.812161273768016,8.82639264423868,8.839802016449973,8.852458256004878,8.864422781433774,8.875750539734796,8.88649083316044,8.896688022942724,8.906382130721186,8.915609354544616,8.92440251322277,8.932791430331697,8.940803267190448,8.948462812523376,8.955792735221937,8.962813805560183,8.969545089350875,8.976004118816224,8.982207043359173,8.988168762933656,8.993903046307096,8.99942263617018,9.004739342765689,9.009864127470175,9.014807177561696,9.019577973237023,9.024185347798086,9.028637541804736,9.032942251886771,9.037106674818691,9.041137547384151,9.045041182491236,9.048823501942966,9.052490066218336,9.056046101576886,9.05949652476287,9.062845965553072,9.066098787364432,9.069259106113275,9.07233080749651,9.075317562846624,9.07822284369568,9.081049935169252,9.08380194831832,9.08648183148606,9.08909238079634,9.09163624984208,9.094115958643677,9.096533901940802,9.098892356874693,9.101193490112552,9.103439364460607,9.105631945008287,9.107773104841584,9.10986463036062,9.111908226232917,9.11390552001104,9.115858066441096,9.117767351485629,9.11963479608296,9.12146175966285,9.123249543436586,9.124999393478346,9.126712503613009,9.128390018124458,9.130033034297313,9.1316426048038,9.133219739946773,0.0557238009,0.0557238009,1.0,1,0
